pred,true
GoC,MFB
GoC,MFB
PkC_ss,PkC_cs
GoC,PkC_ss
GoC,PkC_ss
GoC,PkC_ss
GoC,PkC_ss
GoC,MLI
PkC_cs,MLI
GoC,GoC
PkC_cs,GoC
PkC_ss,PkC_cs
PkC_ss,PkC_cs
GoC,PkC_ss
GoC,PkC_ss
PkC_ss,PkC_cs
GoC,GoC
GoC,MLI
GoC,PkC_ss
MFB,MFB
PkC_cs,PkC_cs
