pred,true
SOM,PV
SOM,PV
SOM,PV
SOM,PV
SOM,PV
SOM,PV
EXC,PV
SOM,PV
EXC,PV
SOM,PV
PV,PV
SOM,PV
SOM,PV
SOM,PV
SOM,PV
EXC,PV
EXC,PV
EXC,PV
SOM,PV
SOM,PV
PV,PV
EXC,PV
EXC,PV
EXC,PV
EXC,PV
SOM,SOM
SOM,SOM
PV,SOM
SOM,SOM
EXC,SOM
PV,SOM
EXC,SOM
EXC,SOM
EXC,EXC
PV,SOM
EXC,SOM
EXC,EXC
EXC,SOM
EXC,SOM
EXC,EXC
SOM,SOM
SOM,SOM
PV,SOM
EXC,SOM
EXC,SOM
EXC,SOM
SOM,SOM
SOM,SOM
EXC,EXC
EXC,EXC
EXC,EXC
EXC,EXC
EXC,SOM
EXC,SOM
SOM,SOM
SOM,EXC
SOM,EXC
