config_id,temperature,lr,z_dim,batch_size,weight_decay,fold,probe,balanced_accuracy
config_3,0.5,0.0001,512,1024,0.0,2,mlp,0.638095238095238
config_3,0.5,0.0001,512,1024,0.0,3,mlp,0.6666666666666666
config_30,0.7,0.001,256,1024,0.0,4,mlp,0.5199999999999999
config_30,0.7,0.001,256,1024,0.0,1,mlp,0.5009523809523809
config_31,0.3,1e-05,256,1024,0.0,2,knn,0.75
config_29,0.5,0.001,256,1024,0.0,4,knn,0.6933333333333332
config_30,0.7,0.001,256,1024,0.0,0,knn,0.9714285714285712
config_3,0.5,0.0001,512,1024,0.0,0,knn,0.9333333333333332
config_30,0.7,0.001,256,1024,0.0,3,knn,0.8666666666666666
config_3,0.5,0.0001,512,1024,0.0,1,mlp,0.6714285714285715
config_30,0.7,0.001,256,1024,0.0,4,knn,0.7933333333333332
config_3,0.5,0.0001,512,1024,0.0,3,knn,0.8333333333333333
config_3,0.5,0.0001,512,1024,0.0,0,mlp,0.5714285714285714
config_31,0.3,1e-05,256,1024,0.0,0,knn,0.8666666666666666
config_3,0.5,0.0001,512,1024,0.0,4,knn,0.8933333333333333
config_30,0.7,0.001,256,1024,0.0,3,mlp,0.7
config_32,0.7,1e-05,256,1024,0.0,0,mlp,0.9333333333333332
config_31,0.3,1e-05,256,1024,0.0,4,mlp,0.8333333333333333
config_32,0.7,1e-05,256,1024,0.0,2,mlp,0.5
config_32,0.7,1e-05,256,1024,0.0,3,mlp,0.8
config_32,0.7,1e-05,256,1024,0.0,1,knn,0.76
config_31,0.3,1e-05,256,1024,0.0,1,mlp,0.5
config_31,0.3,1e-05,256,1024,0.0,3,knn,0.7333333333333333
